,chooseFrontProbability,likeFrontNumber,likeNumber,students,teacherUtility,totalUtility,utility-0,utility-1,utility-2,utility-3,utility-4,utility-5,utility-6,utility-7
302,0.5,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1123}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 1, 'front': 0, 'utility': 128}, {'id': 6, 'like': 0, 'front': 0, 'utility': 871}, {'id': 7, 'like': 0, 'front': 0, 'utility': 877}]",748,6496,1123,1126,1122,1122,127,128,871,877
285,0.9999999999999991,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1255}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1252}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1240}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1747}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 1, 'front': 0, 'utility': 0}, {'id': 7, 'like': 1, 'front': 0, 'utility': 0}]",747,5494,1255,1252,1240,1747,0,0,0,0
241,0.9999999999999991,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1250}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1251}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1247}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1747}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 1, 'front': 0, 'utility': 0}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",747,6495,1250,1251,1247,1747,0,0,0,1000
269,0.5,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1125}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1121}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1130}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 4, 'like': 1, 'front': 0, 'utility': 123}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 0, 'front': 0, 'utility': 874}, {'id': 7, 'like': 0, 'front': 0, 'utility': 873}]",747,6496,1125,1121,1130,1126,123,124,874,873
237,0.6000000000000001,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1149}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1146}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1847}, {'id': 4, 'like': 1, 'front': 0, 'utility': 97}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 1, 'front': 0, 'utility': 101}, {'id': 7, 'like': 0, 'front': 0, 'utility': 896}]",743,6486,1149,1146,1151,1847,97,99,101,896
239,0.799999999999999,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1196}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1204}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1194}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1795}, {'id': 4, 'like': 1, 'front': 0, 'utility': 52}, {'id': 5, 'like': 1, 'front': 0, 'utility': 48}, {'id': 6, 'like': 1, 'front': 0, 'utility': 48}, {'id': 7, 'like': 0, 'front': 0, 'utility': 946}]",741,6483,1196,1204,1194,1795,52,48,48,946
177,0.1,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1026}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1025}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1976}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1976}, {'id': 4, 'like': 1, 'front': 0, 'utility': 227}, {'id': 5, 'like': 1, 'front': 0, 'utility': 225}, {'id': 6, 'like': 1, 'front': 0, 'utility': 226}, {'id': 7, 'like': 0, 'front': 0, 'utility': 778}]",729,7459,1026,1025,1976,1976,227,225,226,778
196,0.899999999999999,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1222}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1231}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1220}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1775}, {'id': 4, 'like': 1, 'front': 0, 'utility': 26}, {'id': 5, 'like': 1, 'front': 0, 'utility': 25}, {'id': 6, 'like': 0, 'front': 0, 'utility': 976}, {'id': 7, 'like': 0, 'front': 0, 'utility': 974}]",725,7449,1222,1231,1220,1775,26,25,976,974
122,0.1,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1026}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1976}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1978}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1974}, {'id': 4, 'like': 1, 'front': 0, 'utility': 228}, {'id': 5, 'like': 1, 'front': 0, 'utility': 225}, {'id': 6, 'like': 1, 'front': 0, 'utility': 231}, {'id': 7, 'like': 0, 'front': 0, 'utility': 781}]",710,8419,1026,1976,1978,1974,228,225,231,781
259,0.6000000000000001,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1147}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1161}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1150}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 4, 'like': 1, 'front': 0, 'utility': 97}, {'id': 5, 'like': 0, 'front': 0, 'utility': 898}, {'id': 6, 'like': 0, 'front': 0, 'utility': 904}, {'id': 7, 'like': 0, 'front': 0, 'utility': 903}]",706,7411,1147,1161,1150,1151,97,898,904,903
195,0.799999999999999,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1208}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1197}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1201}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1803}, {'id': 4, 'like': 1, 'front': 0, 'utility': 51}, {'id': 5, 'like': 1, 'front': 0, 'utility': 49}, {'id': 6, 'like': 0, 'front': 0, 'utility': 952}, {'id': 7, 'like': 0, 'front': 0, 'utility': 950}]",705,7411,1208,1197,1201,1803,51,49,952,950
301,0.4,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1098}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1100}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1097}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1107}, {'id': 4, 'like': 1, 'front': 0, 'utility': 154}, {'id': 5, 'like': 1, 'front': 0, 'utility': 147}, {'id': 6, 'like': 0, 'front': 0, 'utility': 852}, {'id': 7, 'like': 0, 'front': 0, 'utility': 852}]",704,6407,1098,1100,1097,1107,154,147,852,852
268,0.4,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1102}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1102}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1100}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1096}, {'id': 4, 'like': 1, 'front': 0, 'utility': 152}, {'id': 5, 'like': 1, 'front': 0, 'utility': 150}, {'id': 6, 'like': 0, 'front': 0, 'utility': 857}, {'id': 7, 'like': 0, 'front': 0, 'utility': 846}]",703,6405,1102,1102,1100,1096,152,150,857,846
178,0.2,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1047}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1050}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1953}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1951}, {'id': 4, 'like': 1, 'front': 0, 'utility': 202}, {'id': 5, 'like': 1, 'front': 0, 'utility': 205}, {'id': 6, 'like': 1, 'front': 0, 'utility': 199}, {'id': 7, 'like': 0, 'front': 0, 'utility': 799}]",703,7406,1047,1050,1953,1951,202,205,199,799
215,0.6000000000000001,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1156}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1149}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1150}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1146}, {'id': 4, 'like': 1, 'front': 0, 'utility': 101}, {'id': 5, 'like': 0, 'front': 0, 'utility': 900}, {'id': 6, 'like': 0, 'front': 0, 'utility': 903}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",702,7404,1156,1149,1150,1146,101,900,903,899
204,0.6000000000000001,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1144}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1156}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1149}, {'id': 4, 'like': 1, 'front': 0, 'utility': 102}, {'id': 5, 'like': 0, 'front': 0, 'utility': 903}, {'id': 6, 'like': 0, 'front': 0, 'utility': 902}, {'id': 7, 'like': 0, 'front': 0, 'utility': 897}]",702,7404,1144,1156,1151,1149,102,903,902,897
169,0.4,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1095}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1903}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1900}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1900}, {'id': 4, 'like': 1, 'front': 0, 'utility': 148}, {'id': 5, 'like': 1, 'front': 0, 'utility': 155}, {'id': 6, 'like': 1, 'front': 0, 'utility': 157}, {'id': 7, 'like': 1, 'front': 0, 'utility': 148}]",702,7406,1095,1903,1900,1900,148,155,157,148
226,0.6000000000000001,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1158}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1146}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1852}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1850}, {'id': 4, 'like': 1, 'front': 0, 'utility': 97}, {'id': 5, 'like': 1, 'front': 0, 'utility': 102}, {'id': 6, 'like': 1, 'front': 0, 'utility': 99}, {'id': 7, 'like': 1, 'front': 0, 'utility': 100}]",701,6404,1158,1146,1852,1850,97,102,99,100
113,0.30000000000000004,0,4,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 1929}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1922}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1924}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1926}, {'id': 4, 'like': 1, 'front': 0, 'utility': 182}, {'id': 5, 'like': 1, 'front': 0, 'utility': 171}, {'id': 6, 'like': 1, 'front': 0, 'utility': 171}, {'id': 7, 'like': 1, 'front': 0, 'utility': 176}]",700,8401,1929,1922,1924,1926,182,171,171,176
152,0.899999999999999,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1226}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1221}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1228}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1776}, {'id': 4, 'like': 1, 'front': 0, 'utility': 26}, {'id': 5, 'like': 0, 'front': 0, 'utility': 974}, {'id': 6, 'like': 0, 'front': 0, 'utility': 976}, {'id': 7, 'like': 0, 'front': 0, 'utility': 975}]",700,8402,1226,1221,1228,1776,26,974,976,975
312,0.4,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1099}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1103}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1095}, {'id': 4, 'like': 1, 'front': 0, 'utility': 151}, {'id': 5, 'like': 1, 'front': 0, 'utility': 149}, {'id': 6, 'like': 0, 'front': 0, 'utility': 847}, {'id': 7, 'like': 0, 'front': 0, 'utility': 851}]",698,6396,1101,1099,1103,1095,151,149,847,851
161,0.7000000000000001,4,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1178}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1168}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1174}, {'id': 4, 'like': 0, 'front': 0, 'utility': 920}, {'id': 5, 'like': 0, 'front': 0, 'utility': 923}, {'id': 6, 'like': 0, 'front': 0, 'utility': 928}, {'id': 7, 'like': 0, 'front': 0, 'utility': 926}]",697,8394,1178,1177,1168,1174,920,923,928,926
246,0.4,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1099}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1093}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1096}, {'id': 4, 'like': 1, 'front': 0, 'utility': 156}, {'id': 5, 'like': 1, 'front': 0, 'utility': 150}, {'id': 6, 'like': 0, 'front': 0, 'utility': 851}, {'id': 7, 'like': 0, 'front': 0, 'utility': 844}]",696,6390,1099,1093,1101,1096,156,150,851,844
108,0.899999999999999,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1221}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1225}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1226}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1777}, {'id': 4, 'like': 0, 'front': 0, 'utility': 972}, {'id': 5, 'like': 0, 'front': 0, 'utility': 974}, {'id': 6, 'like': 0, 'front': 0, 'utility': 973}, {'id': 7, 'like': 0, 'front': 0, 'utility': 976}]",672,9344,1221,1225,1226,1777,972,974,973,976
194,0.7000000000000001,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1180}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1170}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1174}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1822}, {'id': 4, 'like': 1, 'front': 0, 'utility': 74}, {'id': 5, 'like': 1, 'front': 0, 'utility': 73}, {'id': 6, 'like': 0, 'front': 0, 'utility': 927}, {'id': 7, 'like': 0, 'front': 0, 'utility': 924}]",672,7344,1180,1170,1174,1822,74,73,927,924
67,0.1,0,3,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 1975}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1974}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1976}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1976}, {'id': 4, 'like': 1, 'front': 0, 'utility': 228}, {'id': 5, 'like': 1, 'front': 0, 'utility': 217}, {'id': 6, 'like': 1, 'front': 0, 'utility': 227}, {'id': 7, 'like': 0, 'front': 0, 'utility': 771}]",671,9344,1975,1974,1976,1976,228,217,227,771
179,0.30000000000000004,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1078}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1074}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1926}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1924}, {'id': 4, 'like': 1, 'front': 0, 'utility': 174}, {'id': 5, 'like': 1, 'front': 0, 'utility': 171}, {'id': 6, 'like': 1, 'front': 0, 'utility': 171}, {'id': 7, 'like': 0, 'front': 0, 'utility': 818}]",669,7336,1078,1074,1926,1924,174,171,171,818
151,0.799999999999999,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1203}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1199}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1208}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1806}, {'id': 4, 'like': 1, 'front': 0, 'utility': 51}, {'id': 5, 'like': 0, 'front': 0, 'utility': 950}, {'id': 6, 'like': 0, 'front': 0, 'utility': 952}, {'id': 7, 'like': 0, 'front': 0, 'utility': 952}]",660,8321,1203,1199,1208,1806,51,950,952,952
267,0.30000000000000004,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1079}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1074}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1077}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1076}, {'id': 4, 'like': 1, 'front': 0, 'utility': 171}, {'id': 5, 'like': 1, 'front': 0, 'utility': 174}, {'id': 6, 'like': 0, 'front': 0, 'utility': 825}, {'id': 7, 'like': 0, 'front': 0, 'utility': 827}]",652,6303,1079,1074,1077,1076,171,174,825,827
300,0.30000000000000004,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1076}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1070}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1078}, {'id': 4, 'like': 1, 'front': 0, 'utility': 176}, {'id': 5, 'like': 1, 'front': 0, 'utility': 178}, {'id': 6, 'like': 0, 'front': 0, 'utility': 827}, {'id': 7, 'like': 0, 'front': 0, 'utility': 825}]",652,6305,1075,1076,1070,1078,176,178,827,825
311,0.30000000000000004,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1072}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1073}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1072}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1074}, {'id': 4, 'like': 1, 'front': 0, 'utility': 181}, {'id': 5, 'like': 1, 'front': 0, 'utility': 180}, {'id': 6, 'like': 0, 'front': 0, 'utility': 827}, {'id': 7, 'like': 0, 'front': 0, 'utility': 826}]",652,6305,1072,1073,1072,1074,181,180,827,826
180,0.4,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1099}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1900}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1899}, {'id': 4, 'like': 1, 'front': 0, 'utility': 147}, {'id': 5, 'like': 1, 'front': 0, 'utility': 155}, {'id': 6, 'like': 1, 'front': 0, 'utility': 148}, {'id': 7, 'like': 0, 'front': 0, 'utility': 851}]",650,7300,1099,1101,1900,1899,147,155,148,851
245,0.30000000000000004,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1071}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1076}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1080}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1071}, {'id': 4, 'like': 1, 'front': 0, 'utility': 178}, {'id': 5, 'like': 1, 'front': 0, 'utility': 174}, {'id': 6, 'like': 0, 'front': 0, 'utility': 821}, {'id': 7, 'like': 0, 'front': 0, 'utility': 828}]",649,6299,1071,1076,1080,1071,178,174,821,828
227,0.7000000000000001,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1165}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1174}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1818}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1828}, {'id': 4, 'like': 1, 'front': 0, 'utility': 81}, {'id': 5, 'like': 1, 'front': 0, 'utility': 72}, {'id': 6, 'like': 1, 'front': 0, 'utility': 76}, {'id': 7, 'like': 1, 'front': 0, 'utility': 77}]",646,6291,1165,1174,1818,1828,81,72,76,77
193,0.6000000000000001,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1152}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1150}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1150}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1852}, {'id': 4, 'like': 1, 'front': 0, 'utility': 96}, {'id': 5, 'like': 1, 'front': 0, 'utility': 98}, {'id': 6, 'like': 0, 'front': 0, 'utility': 896}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",646,7293,1152,1150,1150,1852,96,98,896,899
123,0.2,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1050}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1947}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1948}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1948}, {'id': 4, 'like': 1, 'front': 0, 'utility': 197}, {'id': 5, 'like': 1, 'front': 0, 'utility': 200}, {'id': 6, 'like': 1, 'front': 0, 'utility': 198}, {'id': 7, 'like': 0, 'front': 0, 'utility': 801}]",645,8289,1050,1947,1948,1948,197,200,198,801
181,0.5,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1128}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1129}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1879}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1878}, {'id': 4, 'like': 1, 'front': 0, 'utility': 129}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 1, 'front': 0, 'utility': 123}, {'id': 7, 'like': 0, 'front': 0, 'utility': 877}]",633,7267,1128,1129,1879,1878,129,124,123,877
214,0.5,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1123}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1128}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1125}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1132}, {'id': 4, 'like': 1, 'front': 0, 'utility': 120}, {'id': 5, 'like': 0, 'front': 0, 'utility': 874}, {'id': 6, 'like': 0, 'front': 0, 'utility': 876}, {'id': 7, 'like': 0, 'front': 0, 'utility': 877}]",627,7255,1123,1128,1125,1132,120,874,876,877
203,0.5,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1124}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1121}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1129}, {'id': 4, 'like': 1, 'front': 0, 'utility': 129}, {'id': 5, 'like': 0, 'front': 0, 'utility': 878}, {'id': 6, 'like': 0, 'front': 0, 'utility': 868}, {'id': 7, 'like': 0, 'front': 0, 'utility': 879}]",625,7250,1124,1122,1121,1129,129,878,868,879
192,0.5,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1121}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1130}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1124}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1869}, {'id': 4, 'like': 1, 'front': 0, 'utility': 126}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 0, 'front': 0, 'utility': 879}, {'id': 7, 'like': 0, 'front': 0, 'utility': 878}]",625,7251,1121,1130,1124,1869,126,124,879,878
170,0.5,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1125}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1872}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1876}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1875}, {'id': 4, 'like': 1, 'front': 0, 'utility': 126}, {'id': 5, 'like': 1, 'front': 0, 'utility': 125}, {'id': 6, 'like': 1, 'front': 0, 'utility': 122}, {'id': 7, 'like': 1, 'front': 0, 'utility': 126}]",623,7247,1125,1872,1876,1875,126,125,122,126
258,0.5,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1128}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1127}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 4, 'like': 1, 'front': 0, 'utility': 121}, {'id': 5, 'like': 0, 'front': 0, 'utility': 867}, {'id': 6, 'like': 0, 'front': 0, 'utility': 879}, {'id': 7, 'like': 0, 'front': 0, 'utility': 874}]",620,7240,1128,1122,1127,1122,121,867,879,874
150,0.7000000000000001,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1178}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1173}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1182}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1838}, {'id': 4, 'like': 1, 'front': 0, 'utility': 80}, {'id': 5, 'like': 0, 'front': 0, 'utility': 925}, {'id': 6, 'like': 0, 'front': 0, 'utility': 931}, {'id': 7, 'like': 0, 'front': 0, 'utility': 918}]",613,8225,1178,1173,1182,1838,80,925,931,918
107,0.799999999999999,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1202}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1204}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1203}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1806}, {'id': 4, 'like': 0, 'front': 0, 'utility': 952}, {'id': 5, 'like': 0, 'front': 0, 'utility': 951}, {'id': 6, 'like': 0, 'front': 0, 'utility': 950}, {'id': 7, 'like': 0, 'front': 0, 'utility': 951}]",608,9219,1202,1204,1203,1806,952,951,950,951
299,0.2,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1051}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1047}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1049}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1049}, {'id': 4, 'like': 1, 'front': 0, 'utility': 206}, {'id': 5, 'like': 1, 'front': 0, 'utility': 203}, {'id': 6, 'like': 0, 'front': 0, 'utility': 796}, {'id': 7, 'like': 0, 'front': 0, 'utility': 810}]",606,6211,1051,1047,1049,1049,206,203,796,810
182,0.6000000000000001,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1153}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1848}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1853}, {'id': 4, 'like': 1, 'front': 0, 'utility': 102}, {'id': 5, 'like': 1, 'front': 0, 'utility': 100}, {'id': 6, 'like': 1, 'front': 0, 'utility': 98}, {'id': 7, 'like': 0, 'front': 0, 'utility': 903}]",604,7208,1153,1151,1848,1853,102,100,98,903
124,0.30000000000000004,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1926}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1930}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1922}, {'id': 4, 'like': 1, 'front': 0, 'utility': 174}, {'id': 5, 'like': 1, 'front': 0, 'utility': 180}, {'id': 6, 'like': 1, 'front': 0, 'utility': 173}, {'id': 7, 'like': 0, 'front': 0, 'utility': 824}]",601,8204,1075,1926,1930,1922,174,180,173,824
244,0.2,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1047}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1048}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1050}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1053}, {'id': 4, 'like': 1, 'front': 0, 'utility': 198}, {'id': 5, 'like': 1, 'front': 0, 'utility': 204}, {'id': 6, 'like': 0, 'front': 0, 'utility': 805}, {'id': 7, 'like': 0, 'front': 0, 'utility': 794}]",599,6199,1047,1048,1050,1053,198,204,805,794
