,chooseFrontProbability,likeFrontNumber,likeNumber,students,teacherUtility,totalUtility,utility-0,utility-1,utility-2,utility-3,utility-4,utility-5,utility-6,utility-7
176,0,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 0}, {'id': 1, 'like': 1, 'front': 1, 'utility': 0}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 251}, {'id': 5, 'like': 1, 'front': 0, 'utility': 246}, {'id': 6, 'like': 1, 'front': 0, 'utility': 247}, {'id': 7, 'like': 0, 'front': 0, 'utility': 744}]",744,3488,0,0,1000,1000,251,246,247,744
236,0.5,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 124}, {'id': 1, 'like': 1, 'front': 1, 'utility': 121}, {'id': 2, 'like': 1, 'front': 1, 'utility': 128}, {'id': 3, 'like': 0, 'front': 1, 'utility': 871}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 1, 'front': 0, 'utility': 121}, {'id': 6, 'like': 1, 'front': 0, 'utility': 123}, {'id': 7, 'like': 0, 'front': 0, 'utility': 872}]",743,2487,124,121,128,871,127,121,123,872
177,0.1,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 25}, {'id': 1, 'like': 1, 'front': 1, 'utility': 26}, {'id': 2, 'like': 0, 'front': 1, 'utility': 974}, {'id': 3, 'like': 0, 'front': 1, 'utility': 977}, {'id': 4, 'like': 1, 'front': 0, 'utility': 224}, {'id': 5, 'like': 1, 'front': 0, 'utility': 223}, {'id': 6, 'like': 1, 'front': 0, 'utility': 231}, {'id': 7, 'like': 0, 'front': 0, 'utility': 778}]",729,3458,25,26,974,977,224,223,231,778
196,0.9,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 221}, {'id': 1, 'like': 1, 'front': 1, 'utility': 230}, {'id': 2, 'like': 1, 'front': 1, 'utility': 223}, {'id': 3, 'like': 0, 'front': 1, 'utility': 773}, {'id': 4, 'like': 1, 'front': 0, 'utility': 22}, {'id': 5, 'like': 1, 'front': 0, 'utility': 27}, {'id': 6, 'like': 0, 'front': 0, 'utility': 977}, {'id': 7, 'like': 0, 'front': 0, 'utility': 975}]",724,3448,221,230,223,773,22,27,977,975
246,0.4,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 101}, {'id': 1, 'like': 1, 'front': 1, 'utility': 97}, {'id': 2, 'like': 1, 'front': 1, 'utility': 99}, {'id': 3, 'like': 1, 'front': 1, 'utility': 106}, {'id': 4, 'like': 1, 'front': 0, 'utility': 151}, {'id': 5, 'like': 1, 'front': 0, 'utility': 156}, {'id': 6, 'like': 0, 'front': 0, 'utility': 857}, {'id': 7, 'like': 0, 'front': 0, 'utility': 853}]",710,2420,101,97,99,106,151,156,857,853
113,0.3,0,4,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 925}, {'id': 1, 'like': 0, 'front': 1, 'utility': 929}, {'id': 2, 'like': 0, 'front': 1, 'utility': 925}, {'id': 3, 'like': 0, 'front': 1, 'utility': 929}, {'id': 4, 'like': 1, 'front': 0, 'utility': 172}, {'id': 5, 'like': 1, 'front': 0, 'utility': 187}, {'id': 6, 'like': 1, 'front': 0, 'utility': 171}, {'id': 7, 'like': 1, 'front': 0, 'utility': 178}]",708,4416,925,929,925,929,172,187,171,178
204,0.6,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 145}, {'id': 1, 'like': 1, 'front': 1, 'utility': 158}, {'id': 2, 'like': 1, 'front': 1, 'utility': 149}, {'id': 3, 'like': 1, 'front': 1, 'utility': 154}, {'id': 4, 'like': 1, 'front': 0, 'utility': 102}, {'id': 5, 'like': 0, 'front': 0, 'utility': 902}, {'id': 6, 'like': 0, 'front': 0, 'utility': 904}, {'id': 7, 'like': 0, 'front': 0, 'utility': 902}]",707,3416,145,158,149,154,102,902,904,902
312,0.4,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 99}, {'id': 1, 'like': 1, 'front': 1, 'utility': 100}, {'id': 2, 'like': 1, 'front': 1, 'utility': 100}, {'id': 3, 'like': 1, 'front': 1, 'utility': 100}, {'id': 4, 'like': 1, 'front': 0, 'utility': 156}, {'id': 5, 'like': 1, 'front': 0, 'utility': 151}, {'id': 6, 'like': 0, 'front': 0, 'utility': 851}, {'id': 7, 'like': 0, 'front': 0, 'utility': 855}]",706,2412,99,100,100,100,156,151,851,855
169,0.4,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 101}, {'id': 1, 'like': 0, 'front': 1, 'utility': 902}, {'id': 2, 'like': 0, 'front': 1, 'utility': 901}, {'id': 3, 'like': 0, 'front': 1, 'utility': 902}, {'id': 4, 'like': 1, 'front': 0, 'utility': 149}, {'id': 5, 'like': 1, 'front': 0, 'utility': 155}, {'id': 6, 'like': 1, 'front': 0, 'utility': 152}, {'id': 7, 'like': 1, 'front': 0, 'utility': 149}]",705,3411,101,902,901,902,149,155,152,149
178,0.2,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 54}, {'id': 1, 'like': 1, 'front': 1, 'utility': 50}, {'id': 2, 'like': 0, 'front': 1, 'utility': 951}, {'id': 3, 'like': 0, 'front': 1, 'utility': 950}, {'id': 4, 'like': 1, 'front': 0, 'utility': 207}, {'id': 5, 'like': 1, 'front': 0, 'utility': 197}, {'id': 6, 'like': 1, 'front': 0, 'utility': 197}, {'id': 7, 'like': 0, 'front': 0, 'utility': 804}]",705,3410,54,50,951,950,207,197,197,804
161,0.7,4,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 174}, {'id': 1, 'like': 1, 'front': 1, 'utility': 172}, {'id': 2, 'like': 1, 'front': 1, 'utility': 180}, {'id': 3, 'like': 1, 'front': 1, 'utility': 178}, {'id': 4, 'like': 0, 'front': 0, 'utility': 927}, {'id': 5, 'like': 0, 'front': 0, 'utility': 926}, {'id': 6, 'like': 0, 'front': 0, 'utility': 923}, {'id': 7, 'like': 0, 'front': 0, 'utility': 928}]",704,4408,174,172,180,178,927,926,923,928
152,0.9,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 225}, {'id': 1, 'like': 1, 'front': 1, 'utility': 221}, {'id': 2, 'like': 1, 'front': 1, 'utility': 232}, {'id': 3, 'like': 0, 'front': 1, 'utility': 776}, {'id': 4, 'like': 1, 'front': 0, 'utility': 24}, {'id': 5, 'like': 0, 'front': 0, 'utility': 975}, {'id': 6, 'like': 0, 'front': 0, 'utility': 977}, {'id': 7, 'like': 0, 'front': 0, 'utility': 974}]",703,4404,225,221,232,776,24,975,977,974
215,0.6,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 148}, {'id': 1, 'like': 1, 'front': 1, 'utility': 153}, {'id': 2, 'like': 1, 'front': 1, 'utility': 150}, {'id': 3, 'like': 1, 'front': 1, 'utility': 150}, {'id': 4, 'like': 1, 'front': 0, 'utility': 100}, {'id': 5, 'like': 0, 'front': 0, 'utility': 898}, {'id': 6, 'like': 0, 'front': 0, 'utility': 906}, {'id': 7, 'like': 0, 'front': 0, 'utility': 897}]",700,3402,148,153,150,150,100,898,906,897
259,0.6,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 153}, {'id': 1, 'like': 1, 'front': 1, 'utility': 150}, {'id': 2, 'like': 1, 'front': 1, 'utility': 146}, {'id': 3, 'like': 1, 'front': 1, 'utility': 149}, {'id': 4, 'like': 1, 'front': 0, 'utility': 102}, {'id': 5, 'like': 0, 'front': 0, 'utility': 898}, {'id': 6, 'like': 0, 'front': 0, 'utility': 902}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",699,3399,153,150,146,149,102,898,902,899
226,0.6,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 153}, {'id': 1, 'like': 1, 'front': 1, 'utility': 146}, {'id': 2, 'like': 0, 'front': 1, 'utility': 851}, {'id': 3, 'like': 0, 'front': 1, 'utility': 848}, {'id': 4, 'like': 1, 'front': 0, 'utility': 103}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 1, 'front': 0, 'utility': 104}, {'id': 7, 'like': 1, 'front': 0, 'utility': 94}]",699,2398,153,146,851,848,103,99,104,94
122,0.1,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 24}, {'id': 1, 'like': 0, 'front': 1, 'utility': 974}, {'id': 2, 'like': 0, 'front': 1, 'utility': 974}, {'id': 3, 'like': 0, 'front': 1, 'utility': 976}, {'id': 4, 'like': 1, 'front': 0, 'utility': 224}, {'id': 5, 'like': 1, 'front': 0, 'utility': 227}, {'id': 6, 'like': 1, 'front': 0, 'utility': 224}, {'id': 7, 'like': 0, 'front': 0, 'utility': 775}]",699,4398,24,974,974,976,224,227,224,775
268,0.4,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 99}, {'id': 1, 'like': 1, 'front': 1, 'utility': 103}, {'id': 2, 'like': 1, 'front': 1, 'utility': 100}, {'id': 3, 'like': 1, 'front': 1, 'utility': 95}, {'id': 4, 'like': 1, 'front': 0, 'utility': 153}, {'id': 5, 'like': 1, 'front': 0, 'utility': 148}, {'id': 6, 'like': 0, 'front': 0, 'utility': 844}, {'id': 7, 'like': 0, 'front': 0, 'utility': 854}]",698,2396,99,103,100,95,153,148,844,854
195,0.8,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 199}, {'id': 1, 'like': 1, 'front': 1, 'utility': 201}, {'id': 2, 'like': 1, 'front': 1, 'utility': 193}, {'id': 3, 'like': 0, 'front': 1, 'utility': 798}, {'id': 4, 'like': 1, 'front': 0, 'utility': 56}, {'id': 5, 'like': 1, 'front': 0, 'utility': 47}, {'id': 6, 'like': 0, 'front': 0, 'utility': 951}, {'id': 7, 'like': 0, 'front': 0, 'utility': 947}]",696,3392,199,201,193,798,56,47,951,947
301,0.4,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 102}, {'id': 1, 'like': 1, 'front': 1, 'utility': 103}, {'id': 2, 'like': 1, 'front': 1, 'utility': 102}, {'id': 3, 'like': 1, 'front': 1, 'utility': 99}, {'id': 4, 'like': 1, 'front': 0, 'utility': 142}, {'id': 5, 'like': 1, 'front': 0, 'utility': 149}, {'id': 6, 'like': 0, 'front': 0, 'utility': 847}, {'id': 7, 'like': 0, 'front': 0, 'utility': 850}]",696,2394,102,103,102,99,142,149,847,850
179,0.3,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 74}, {'id': 1, 'like': 1, 'front': 1, 'utility': 76}, {'id': 2, 'like': 0, 'front': 1, 'utility': 929}, {'id': 3, 'like': 0, 'front': 1, 'utility': 928}, {'id': 4, 'like': 1, 'front': 0, 'utility': 178}, {'id': 5, 'like': 1, 'front': 0, 'utility': 176}, {'id': 6, 'like': 1, 'front': 0, 'utility': 176}, {'id': 7, 'like': 0, 'front': 0, 'utility': 823}]",680,3360,74,76,929,928,178,176,176,823
194,0.7,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 176}, {'id': 1, 'like': 1, 'front': 1, 'utility': 177}, {'id': 2, 'like': 1, 'front': 1, 'utility': 171}, {'id': 3, 'like': 0, 'front': 1, 'utility': 825}, {'id': 4, 'like': 1, 'front': 0, 'utility': 78}, {'id': 5, 'like': 1, 'front': 0, 'utility': 75}, {'id': 6, 'like': 0, 'front': 0, 'utility': 928}, {'id': 7, 'like': 0, 'front': 0, 'utility': 925}]",677,3355,176,177,171,825,78,75,928,925
67,0.1,0,3,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 977}, {'id': 1, 'like': 0, 'front': 1, 'utility': 976}, {'id': 2, 'like': 0, 'front': 1, 'utility': 971}, {'id': 3, 'like': 0, 'front': 1, 'utility': 975}, {'id': 4, 'like': 1, 'front': 0, 'utility': 226}, {'id': 5, 'like': 1, 'front': 0, 'utility': 227}, {'id': 6, 'like': 1, 'front': 0, 'utility': 222}, {'id': 7, 'like': 0, 'front': 0, 'utility': 775}]",675,5349,977,976,971,975,226,227,222,775
108,0.9,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 220}, {'id': 1, 'like': 1, 'front': 1, 'utility': 228}, {'id': 2, 'like': 1, 'front': 1, 'utility': 226}, {'id': 3, 'like': 0, 'front': 1, 'utility': 779}, {'id': 4, 'like': 0, 'front': 0, 'utility': 976}, {'id': 5, 'like': 0, 'front': 0, 'utility': 973}, {'id': 6, 'like': 0, 'front': 0, 'utility': 974}, {'id': 7, 'like': 0, 'front': 0, 'utility': 972}]",674,5348,220,228,226,779,976,973,974,972
180,0.4,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 101}, {'id': 1, 'like': 1, 'front': 1, 'utility': 100}, {'id': 2, 'like': 0, 'front': 1, 'utility': 900}, {'id': 3, 'like': 0, 'front': 1, 'utility': 905}, {'id': 4, 'like': 1, 'front': 0, 'utility': 157}, {'id': 5, 'like': 1, 'front': 0, 'utility': 150}, {'id': 6, 'like': 1, 'front': 0, 'utility': 151}, {'id': 7, 'like': 0, 'front': 0, 'utility': 854}]",658,3318,101,100,900,905,157,150,151,854
227,0.7,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 174}, {'id': 1, 'like': 1, 'front': 1, 'utility': 177}, {'id': 2, 'like': 0, 'front': 1, 'utility': 827}, {'id': 3, 'like': 0, 'front': 1, 'utility': 826}, {'id': 4, 'like': 1, 'front': 0, 'utility': 72}, {'id': 5, 'like': 1, 'front': 0, 'utility': 78}, {'id': 6, 'like': 1, 'front': 0, 'utility': 73}, {'id': 7, 'like': 1, 'front': 0, 'utility': 78}]",652,2305,174,177,827,826,72,78,73,78
245,0.3,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 79}, {'id': 1, 'like': 1, 'front': 1, 'utility': 72}, {'id': 2, 'like': 1, 'front': 1, 'utility': 68}, {'id': 3, 'like': 1, 'front': 1, 'utility': 77}, {'id': 4, 'like': 1, 'front': 0, 'utility': 176}, {'id': 5, 'like': 1, 'front': 0, 'utility': 179}, {'id': 6, 'like': 0, 'front': 0, 'utility': 825}, {'id': 7, 'like': 0, 'front': 0, 'utility': 825}]",650,2301,79,72,68,77,176,179,825,825
300,0.3,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 82}, {'id': 1, 'like': 1, 'front': 1, 'utility': 73}, {'id': 2, 'like': 1, 'front': 1, 'utility': 76}, {'id': 3, 'like': 1, 'front': 1, 'utility': 76}, {'id': 4, 'like': 1, 'front': 0, 'utility': 172}, {'id': 5, 'like': 1, 'front': 0, 'utility': 170}, {'id': 6, 'like': 0, 'front': 0, 'utility': 829}, {'id': 7, 'like': 0, 'front': 0, 'utility': 820}]",649,2298,82,73,76,76,172,170,829,820
123,0.2,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 50}, {'id': 1, 'like': 0, 'front': 1, 'utility': 950}, {'id': 2, 'like': 0, 'front': 1, 'utility': 948}, {'id': 3, 'like': 0, 'front': 1, 'utility': 950}, {'id': 4, 'like': 1, 'front': 0, 'utility': 195}, {'id': 5, 'like': 1, 'front': 0, 'utility': 206}, {'id': 6, 'like': 1, 'front': 0, 'utility': 197}, {'id': 7, 'like': 0, 'front': 0, 'utility': 801}]",648,4297,50,950,948,950,195,206,197,801
267,0.3,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 73}, {'id': 1, 'like': 1, 'front': 1, 'utility': 74}, {'id': 2, 'like': 1, 'front': 1, 'utility': 79}, {'id': 3, 'like': 1, 'front': 1, 'utility': 73}, {'id': 4, 'like': 1, 'front': 0, 'utility': 172}, {'id': 5, 'like': 1, 'front': 0, 'utility': 175}, {'id': 6, 'like': 0, 'front': 0, 'utility': 821}, {'id': 7, 'like': 0, 'front': 0, 'utility': 826}]",647,2293,73,74,79,73,172,175,821,826
193,0.6,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 147}, {'id': 1, 'like': 1, 'front': 1, 'utility': 152}, {'id': 2, 'like': 1, 'front': 1, 'utility': 149}, {'id': 3, 'like': 0, 'front': 1, 'utility': 847}, {'id': 4, 'like': 1, 'front': 0, 'utility': 95}, {'id': 5, 'like': 1, 'front': 0, 'utility': 102}, {'id': 6, 'like': 0, 'front': 0, 'utility': 901}, {'id': 7, 'like': 0, 'front': 0, 'utility': 898}]",646,3291,147,152,149,847,95,102,901,898
311,0.3,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 78}, {'id': 1, 'like': 1, 'front': 1, 'utility': 77}, {'id': 2, 'like': 1, 'front': 1, 'utility': 72}, {'id': 3, 'like': 1, 'front': 1, 'utility': 73}, {'id': 4, 'like': 1, 'front': 0, 'utility': 177}, {'id': 5, 'like': 1, 'front': 0, 'utility': 169}, {'id': 6, 'like': 0, 'front': 0, 'utility': 828}, {'id': 7, 'like': 0, 'front': 0, 'utility': 818}]",645,2292,78,77,72,73,177,169,828,818
151,0.8,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 198}, {'id': 1, 'like': 1, 'front': 1, 'utility': 197}, {'id': 2, 'like': 1, 'front': 1, 'utility': 195}, {'id': 3, 'like': 0, 'front': 1, 'utility': 794}, {'id': 4, 'like': 1, 'front': 0, 'utility': 52}, {'id': 5, 'like': 0, 'front': 0, 'utility': 953}, {'id': 6, 'like': 0, 'front': 0, 'utility': 947}, {'id': 7, 'like': 0, 'front': 0, 'utility': 949}]",642,4285,198,197,195,794,52,953,947,949
214,0.5,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 126}, {'id': 1, 'like': 1, 'front': 1, 'utility': 127}, {'id': 2, 'like': 1, 'front': 1, 'utility': 127}, {'id': 3, 'like': 1, 'front': 1, 'utility': 126}, {'id': 4, 'like': 1, 'front': 0, 'utility': 128}, {'id': 5, 'like': 0, 'front': 0, 'utility': 879}, {'id': 6, 'like': 0, 'front': 0, 'utility': 874}, {'id': 7, 'like': 0, 'front': 0, 'utility': 880}]",633,3267,126,127,127,126,128,879,874,880
258,0.5,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 122}, {'id': 1, 'like': 1, 'front': 1, 'utility': 129}, {'id': 2, 'like': 1, 'front': 1, 'utility': 122}, {'id': 3, 'like': 1, 'front': 1, 'utility': 128}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 0, 'front': 0, 'utility': 876}, {'id': 6, 'like': 0, 'front': 0, 'utility': 876}, {'id': 7, 'like': 0, 'front': 0, 'utility': 876}]",627,3256,122,129,122,128,127,876,876,876
192,0.5,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 125}, {'id': 1, 'like': 1, 'front': 1, 'utility': 128}, {'id': 2, 'like': 1, 'front': 1, 'utility': 118}, {'id': 3, 'like': 0, 'front': 1, 'utility': 872}, {'id': 4, 'like': 1, 'front': 0, 'utility': 121}, {'id': 5, 'like': 1, 'front': 0, 'utility': 130}, {'id': 6, 'like': 0, 'front': 0, 'utility': 874}, {'id': 7, 'like': 0, 'front': 0, 'utility': 876}]",622,3244,125,128,118,872,121,130,874,876
170,0.5,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 126}, {'id': 1, 'like': 0, 'front': 1, 'utility': 877}, {'id': 2, 'like': 0, 'front': 1, 'utility': 874}, {'id': 3, 'like': 0, 'front': 1, 'utility': 871}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 1, 'front': 0, 'utility': 125}, {'id': 6, 'like': 1, 'front': 0, 'utility': 121}, {'id': 7, 'like': 1, 'front': 0, 'utility': 122}]",621,3243,126,877,874,871,127,125,121,122
181,0.5,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 127}, {'id': 1, 'like': 1, 'front': 1, 'utility': 118}, {'id': 2, 'like': 0, 'front': 1, 'utility': 873}, {'id': 3, 'like': 0, 'front': 1, 'utility': 875}, {'id': 4, 'like': 1, 'front': 0, 'utility': 122}, {'id': 5, 'like': 1, 'front': 0, 'utility': 126}, {'id': 6, 'like': 1, 'front': 0, 'utility': 128}, {'id': 7, 'like': 0, 'front': 0, 'utility': 872}]",620,3241,127,118,873,875,122,126,128,872
203,0.5,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 122}, {'id': 1, 'like': 1, 'front': 1, 'utility': 125}, {'id': 2, 'like': 1, 'front': 1, 'utility': 119}, {'id': 3, 'like': 1, 'front': 1, 'utility': 127}, {'id': 4, 'like': 1, 'front': 0, 'utility': 126}, {'id': 5, 'like': 0, 'front': 0, 'utility': 876}, {'id': 6, 'like': 0, 'front': 0, 'utility': 872}, {'id': 7, 'like': 0, 'front': 0, 'utility': 871}]",619,3238,122,125,119,127,126,876,872,871
150,0.7,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 176}, {'id': 1, 'like': 1, 'front': 1, 'utility': 178}, {'id': 2, 'like': 1, 'front': 1, 'utility': 183}, {'id': 3, 'like': 0, 'front': 1, 'utility': 830}, {'id': 4, 'like': 1, 'front': 0, 'utility': 72}, {'id': 5, 'like': 0, 'front': 0, 'utility': 930}, {'id': 6, 'like': 0, 'front': 0, 'utility': 926}, {'id': 7, 'like': 0, 'front': 0, 'utility': 923}]",609,4218,176,178,183,830,72,930,926,923
182,0.6,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 160}, {'id': 1, 'like': 1, 'front': 1, 'utility': 150}, {'id': 2, 'like': 0, 'front': 1, 'utility': 853}, {'id': 3, 'like': 0, 'front': 1, 'utility': 854}, {'id': 4, 'like': 1, 'front': 0, 'utility': 96}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 1, 'front': 0, 'utility': 102}, {'id': 7, 'like': 0, 'front': 0, 'utility': 900}]",607,3214,160,150,853,854,96,99,102,900
114,0.4,0,4,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 899}, {'id': 1, 'like': 0, 'front': 1, 'utility': 905}, {'id': 2, 'like': 0, 'front': 1, 'utility': 904}, {'id': 3, 'like': 0, 'front': 1, 'utility': 896}, {'id': 4, 'like': 1, 'front': 0, 'utility': 153}, {'id': 5, 'like': 1, 'front': 0, 'utility': 149}, {'id': 6, 'like': 1, 'front': 0, 'utility': 155}, {'id': 7, 'like': 1, 'front': 0, 'utility': 148}]",605,4209,899,905,904,896,153,149,155,148
68,0.2,0,3,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 948}, {'id': 1, 'like': 0, 'front': 1, 'utility': 950}, {'id': 2, 'like': 0, 'front': 1, 'utility': 952}, {'id': 3, 'like': 0, 'front': 1, 'utility': 951}, {'id': 4, 'like': 1, 'front': 0, 'utility': 202}, {'id': 5, 'like': 1, 'front': 0, 'utility': 197}, {'id': 6, 'like': 1, 'front': 0, 'utility': 206}, {'id': 7, 'like': 0, 'front': 0, 'utility': 803}]",604,5209,948,950,952,951,202,197,206,803
310,0.2,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 53}, {'id': 1, 'like': 1, 'front': 1, 'utility': 51}, {'id': 2, 'like': 1, 'front': 1, 'utility': 48}, {'id': 3, 'like': 1, 'front': 1, 'utility': 54}, {'id': 4, 'like': 1, 'front': 0, 'utility': 197}, {'id': 5, 'like': 1, 'front': 0, 'utility': 201}, {'id': 6, 'like': 0, 'front': 0, 'utility': 799}, {'id': 7, 'like': 0, 'front': 0, 'utility': 805}]",604,2208,53,51,48,54,197,201,799,805
160,0.6,4,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 147}, {'id': 1, 'like': 1, 'front': 1, 'utility': 143}, {'id': 2, 'like': 1, 'front': 1, 'utility': 153}, {'id': 3, 'like': 1, 'front': 1, 'utility': 158}, {'id': 4, 'like': 0, 'front': 0, 'utility': 901}, {'id': 5, 'like': 0, 'front': 0, 'utility': 898}, {'id': 6, 'like': 0, 'front': 0, 'utility': 903}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",601,4202,147,143,153,158,901,898,903,899
266,0.2,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 49}, {'id': 1, 'like': 1, 'front': 1, 'utility': 51}, {'id': 2, 'like': 1, 'front': 1, 'utility': 52}, {'id': 3, 'like': 1, 'front': 1, 'utility': 47}, {'id': 4, 'like': 1, 'front': 0, 'utility': 198}, {'id': 5, 'like': 1, 'front': 0, 'utility': 205}, {'id': 6, 'like': 0, 'front': 0, 'utility': 798}, {'id': 7, 'like': 0, 'front': 0, 'utility': 803}]",601,2203,49,51,52,47,198,205,798,803
244,0.2,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 49}, {'id': 1, 'like': 1, 'front': 1, 'utility': 50}, {'id': 2, 'like': 1, 'front': 1, 'utility': 52}, {'id': 3, 'like': 1, 'front': 1, 'utility': 52}, {'id': 4, 'like': 1, 'front': 0, 'utility': 201}, {'id': 5, 'like': 1, 'front': 0, 'utility': 196}, {'id': 6, 'like': 0, 'front': 0, 'utility': 801}, {'id': 7, 'like': 0, 'front': 0, 'utility': 799}]",600,2200,49,50,52,52,201,196,801,799
107,0.8,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 196}, {'id': 1, 'like': 1, 'front': 1, 'utility': 198}, {'id': 2, 'like': 1, 'front': 1, 'utility': 206}, {'id': 3, 'like': 0, 'front': 1, 'utility': 800}, {'id': 4, 'like': 0, 'front': 0, 'utility': 948}, {'id': 5, 'like': 0, 'front': 0, 'utility': 950}, {'id': 6, 'like': 0, 'front': 0, 'utility': 948}, {'id': 7, 'like': 0, 'front': 0, 'utility': 953}]",599,5199,196,198,206,800,948,950,948,953
228,0.8,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 198}, {'id': 1, 'like': 1, 'front': 1, 'utility': 195}, {'id': 2, 'like': 0, 'front': 1, 'utility': 802}, {'id': 3, 'like': 0, 'front': 1, 'utility': 795}, {'id': 4, 'like': 1, 'front': 0, 'utility': 52}, {'id': 5, 'like': 1, 'front': 0, 'utility': 50}, {'id': 6, 'like': 1, 'front': 0, 'utility': 50}, {'id': 7, 'like': 1, 'front': 0, 'utility': 52}]",597,2194,198,195,802,795,52,50,50,52
191,0.4,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 96}, {'id': 1, 'like': 1, 'front': 1, 'utility': 103}, {'id': 2, 'like': 1, 'front': 1, 'utility': 99}, {'id': 3, 'like': 0, 'front': 1, 'utility': 897}, {'id': 4, 'like': 1, 'front': 0, 'utility': 149}, {'id': 5, 'like': 1, 'front': 0, 'utility': 150}, {'id': 6, 'like': 0, 'front': 0, 'utility': 851}, {'id': 7, 'like': 0, 'front': 0, 'utility': 849}]",597,3194,96,103,99,897,149,150,851,849
124,0.3,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 76}, {'id': 1, 'like': 0, 'front': 1, 'utility': 923}, {'id': 2, 'like': 0, 'front': 1, 'utility': 925}, {'id': 3, 'like': 0, 'front': 1, 'utility': 926}, {'id': 4, 'like': 1, 'front': 0, 'utility': 172}, {'id': 5, 'like': 1, 'front': 0, 'utility': 177}, {'id': 6, 'like': 1, 'front': 0, 'utility': 172}, {'id': 7, 'like': 0, 'front': 0, 'utility': 822}]",597,4193,76,923,925,926,172,177,172,822
